userID,ISBN,bookRating
1762,0316769487,10
1868,044651652X,9
1926,0670857831,6
1936,067166218X,7
1948,0375406182,6
1948,0812216431,8
1963,0439314550,7
2014,0679724141,9
2016,0380804700,7
2016,0380811995,7
2036,1562925474,10
2039,080213825X,8
2040,0385424736,5
2059,0375503862,6
2089,042514755X,7
2093,0440225639,8
2096,059094715X,10
2108,0140036954,7
2108,0553506501,7
2122,0345342968,10
2122,074592803X,8
2143,044651652X,10
2178,043925325X,8
2178,0525467696,9
2183,0385484518,10
2183,0553100165,8
2183,0670857831,8
2183,1878067559,9
2184,089480829X,10
2209,3421051496,8
2214,0933387024,10
2231,0525946772,3
2237,1568360428,10
2273,042513525X,8
2273,044661064X,5
2273,1551664364,6
2280,0060915544,10
2290,0345342968,10
2310,055358183X,7
2333,089480829X,9
2381,0440505941,10
2381,0670272663,9
2381,0679405283,10
2381,0679450408,8
2381,0688088686,8
2381,157954519X,10
2384,044651652X,7
2408,0515130990,9
2439,1575666243,5
2467,0316769487,5
2467,059044686X,5
2467,0679419454,5
2480,044651652X,5
2487,089480829X,9
2513,044651652X,10
2557,0316602051,2
2566,0345401956,10
2566,042511984X,10
2566,042513525X,10
2566,0553133004,9
2566,0590461265,10
2566,0812908341,9
2569,031219322X,10
2570,0517704552,9
2586,0439314550,9
2594,044651652X,9
2621,006092635X,5
2674,0316769487,4
2678,080213825X,5
2722,0446527165,7
2812,1558506462,10
2840,0345342968,7
2888,2070754790,8
2900,006050563X,5
0,0345342968,9
0,0385419287,7
0,0451455789,7
0,089480829X,9
67,0380613255,8
69,0385424736,10
78,346202261X,5
82,080213825X,4
129,042514755X,8
129,044661064X,8
150,0312262701,8
188,0671041177,6
234,0316769487,5
240,000648381X,9
282,0140047433,9
321,039512090X,10
380,0374266441,7
417,0688087698,8
422,2266062336,8
439,044651652X,8
480,044651652X,10
533,193110901X,8
620,0385484518,10
676,042513525X,9
776,0441006582,8
788,044661064X,10
809,0679457143,10
821,0849908663,10
821,156292222X,8
851,0679405283,8
908,346202261X,7
908,355008353X,8
911,0345342968,9
911,044990668X,7
1000,0385424736,8
1005,0395353009,5
1017,006019300X,8
1027,0060973722,10
1059,0375406182,8
1080,0072126620,9
1080,0870135627,4
1080,089480829X,10
1082,0060279176,6
1082,014027684X,7
1082,0345342968,10
1082,0746016719,8
1082,076130715X,9
1082,0789457075,7
1082,1572972076,7
1096,0874173272,7
1123,0316769487,10
1170,0394562631,6
1209,0060002069,8
1209,0312873301,9
1209,038079005X,7
1241,8430031979,3
1304,0060915544,10
1304,0312806809,8
1315,0446527165,5
1315,0786868058,5
1315,080213825X,5
1317,006621288X,9
1338,0316260614,6
1353,0060915544,9
1356,0385484518,7
1360,0316769487,8
1367,014028219X,8
1412,039441392X,10
1413,055358183X,9
1439,0385484518,10
1455,0743226631,8
1469,0684804484,7
1472,0316769487,9
1472,0345342968,10
1472,044651652X,10
1545,0380811995,8
1569,0060915544,7
1588,034526066X,8
1598,044651652X,8
1635,0316769487,6
1688,0316769487,9
1688,044651652X,5
1699,0060931078,6
1725,006019636X,7
1725,0316769487,6
1741,044651652X,7
1747,014027684X,4
1747,0811811409,10
1747,081183140X,10
1801,0140366865,7
1834,0894801937,7
1841,0345342968,10
1862,0345342968,9
1862,0345358791,9
1870,0385484518,7
1909,0060915544,8
1949,030712908X,1
1949,0761516565,5
1949,076153170X,10
1949,188891419X,2
1977,0140036954,9
2024,044651652X,5
2090,067187263X,9
2095,156619024X,10
2101,1550541250,6
2109,0060915544,9
2133,037327209X,9
2156,0525480927,10
2262,031205064X,6
2314,044651652X,9
2316,0316602051,6
2332,0385484518,10
2368,0679767800,10
2370,0679413138,7
2375,0812693906,5
2460,0140057048,6
2592,0140157352,9
2643,0385484518,5
2659,0345342968,7
2690,0060915544,9
2698,055357860X,7
2746,0385484518,7
2833,0399150439,7
2839,0385484518,9
2870,0345342968,8
2877,0385424736,9
2877,0385484518,10
2877,0460873113,4
2877,089480829X,9
2893,031218087X,6
2893,157566156X,2
2904,0140346147,5
2904,0307988635,10
62,031286101X,6
138,044652154X,6
142,0316769487,8
222,076111937X,9
280,0395353009,8
280,044990668X,5
328,080213825X,4
411,0425148297,3
411,0811811409,7
434,0425148297,8
475,0316769487,10
475,0345342968,10
482,0446679763,10
564,0525946772,7
570,0786868058,7
671,0394716531,8
705,0679733159,8
737,8408033700,6
777,0385484518,10
777,0425162400,8
843,031229137X,10
860,0465050522,8
913,8478808175,5
943,0140279725,8
959,0689801866,6
1010,006109725X,6
1029,0801026075,10
1031,0609809431,8
1031,0805075453,8
1031,1555835996,9
1039,067088006X,5
1040,067086014X,6
1138,0306807823,10
1194,0465076963,9
1254,0440213320,6
1349,0451204476,8
1444,067102096X,8
1502,0385484518,6
1508,0446527165,8
1512,0448127172,8
1558,155166903X,8
1563,089480829X,9
1676,015201344X,10
1720,031263546X,4
1773,0375406182,8
1836,0316769487,10
1844,0679404864,7
1899,0316769487,8
1923,0385482485,7
1923,0385484518,3
1923,0425162400,7
1923,0440505941,5
1923,0525237704,10
1923,0805008438,8
1923,086020653X,6
1923,156619024X,4
1938,0060915544,9
2037,0140430784,7
2097,0316769487,8
2106,0380978954,3
2151,1558506462,7
2185,044651652X,10
2236,1572840323,5
2245,1555973698,4
2259,051720679X,10
2279,0316769487,10
2286,1558506462,8
2422,089480829X,7
2438,0671795988,8
2498,042513525X,8
2502,155661327X,6
2504,055310053X,10
2504,0684808560,5
2589,043942089X,8
2590,073560505X,7
2626,0380973022,8
2646,0399138013,5
2646,0824601971,10
2679,044651652X,10
2684,0688160999,8
2751,041592913X,5
2816,157322989X,7
2843,080213825X,5
2891,0451197550,7
83,0345342968,10
113,0395655978,9
127,014024669X,6
182,0060520736,8
229,0380809168,8
229,1551661683,8
245,030712939X,5
262,0441006582,9
305,0060931078,5
333,0679419454,7
348,0671020307,8
348,0671020323,8
388,0385484518,7
395,051720679X,7
489,0380804700,8
525,044651652X,8
537,0316769487,3
537,0913299545,8
572,0316769487,8
576,0373119178,8
585,0451204476,8
599,044661064X,7
615,0848714962,10
629,0060915544,5
674,0451410211,5
717,0684826631,7
756,0399150439,9
763,0316602051,7
786,0451197550,10
812,0786868120,6
829,0345342968,8
831,042513525X,9
882,0679600000,8
903,081257995X,9
987,0375411089,8
989,015600531X,8
989,0517704927,8
989,080706341X,8
1012,0877797080,10
1024,0590877437,8
1030,0821217143,8
1070,0345342968,10
1070,0679405283,9
1101,0679767800,10
1181,055320971X,4
1182,0743219465,7
1239,0385484518,8
1265,0316769487,9
1295,0060976756,6
1295,0679437223,5
1341,0345342968,10
1372,0805048987,7
1414,0316602051,8
1414,0515131156,8
1414,067102096X,7
1458,0385484518,9
1583,044661064X,8
1764,0385424736,7
1785,0743226631,7
1818,044651652X,8
1895,0060915544,10
1944,1580620418,8
2105,0684867982,6
2107,3860994565,9
2115,0060176539,7
2115,055356854X,8
2141,0590428438,5
2145,0345341228,5
2145,069109750X,10
2200,0345342968,10
2246,044661064X,9
2248,0515111716,9
2248,0877797080,10
2248,156504178X,10
2249,044651652X,7
2250,0380613255,8
2250,080213825X,9
2250,1555868630,5
2285,0679419454,6
2348,0812924347,8
2382,0316602051,8
2469,0679404864,9
2477,2070372995,7
2491,006097415X,8
2517,0140243321,8
2546,081673691X,7
2564,0746016719,10
2564,0806920726,10
2564,0812966538,10
2564,1568820127,10
2576,0671721135,6
2576,1561792225,6
2606,0316602051,10
2606,0399150439,5
2606,1575668793,5
2717,0316769487,9
2717,0345358791,8
2717,1563898586,5
2763,0405006950,10
2763,0517539284,10
2777,0300016425,10
2813,1558506462,7
12,0679767800,8
91,0385484518,10
104,0385484518,10
132,088908890X,5
137,0385484518,9
147,0316769487,7
207,042513525X,7
231,1558506462,10
270,0609609874,8
270,080079317X,7
273,042513525X,10
365,1567920314,5
377,0060915544,9
424,034543739X,6
509,0060933534,7
529,0380793180,7
529,0764516817,7
547,0062554468,10
560,0385484518,8
561,0441006582,7
587,067100767x,3
616,0316769487,8
621,1551661683,9
622,042511984X,9
624,0375406182,10
659,044651652X,6
712,0385484518,8
791,0060540893,10
791,0385484518,10
818,0385484518,10
839,0449206513,6
887,0091889219,5
906,0679457143,8
914,076111937X,9
928,044651652X,10
953,037327209X,8
953,0446355801,9
961,055322509X,7
992,080213825X,5
1001,0671694111,10
1009,0609809431,9
1019,006621288X,8
1019,0316769487,7
1019,0345342968,9
1019,039951936X,8
1019,0743257480,8
1019,155927378X,10
1025,0345342968,9
1048,0375503196,8
1049,076071018X,7
1103,0316769487,8
1162,051509465X,7
1162,0684196263,7
1202,0395848385,7
1262,227724113X,10
1269,044651652X,8
1489,0394565614,9
1538,0679405283,6
1554,0399150439,8
1554,042514755X,4
1554,0679419454,9
1554,0871130173,7
1582,0316769487,6
1603,044651652X,9
1604,0385484518,10
1604,051720679X,7
1649,1585673862,8
1704,0316769487,6
1756,0828903689,5
1789,037348478X,8
1812,0316769487,10
1884,0060002069,6
1892,080213016X,6
1947,037540273X,7
1955,0385413726,6
1955,0525946772,4
1962,044651652X,7
1971,1568360428,8
2002,0345342968,8
2056,1880284081,7
2118,0764565338,8
2119,080213825X,3
2140,0385484518,9
2149,0030576687,10
2149,0486270661,10
2264,0773484671,10
2321,074592803X,9
2323,0375406182,7
2362,081257995X,7
2388,0316769487,9
2389,0385484518,8
2410,0440213320,8
2509,0156027798,7
2516,0965618331,7
2593,0316602051,9
2616,081850191X,5
2673,043942089X,6
2704,042511984X,6
2721,1575668793,5
2759,0380978954,8
2773,0394895894,8
2778,0380804700,7
2781,0374292817,8
2803,044651652X,7
2832,044651652X,4
2857,0385484518,9
47,0192891596,8
47,090931330X,7
128,0385484518,10
254,2253047422,8
301,0345455622,7
301,0446527165,8
336,0316769487,9
446,0553380478,7
449,0486270661,10
496,0385504489,9
544,1551539713,10
583,0345358791,8
594,051513306X,8
603,043942089X,7
665,0316769487,2
686,0446679763,9
690,0375406182,7
720,1568360428,10
726,1594200173,8
755,0140434232,10
768,0590483455,10
789,0688154484,8
822,0394507614,10
858,0465090990,9
876,0316769487,5
886,0670859761,9
900,044651652X,7
916,0785315926,10
932,0312857136,8
932,0871315548,9
986,0316769487,7
993,089480829X,10
1020,0345342968,9
1020,067181415X,8
1056,0062511661,3
1056,155661327X,8
1111,042513525X,6
1151,0449211673,8
1158,0385424736,10
1200,0345342968,10
1221,0060915544,8
1221,0345342968,9
1221,067003245X,9
1221,0679405283,6
1221,0679880909,8
1221,0684804484,9
1221,0805046178,8
1263,014027684X,9
1277,0873378245,8
1279,044651652X,9
1312,044661064X,6
1318,0155413465,8
1320,0060192704,7
1320,0679880909,8
1328,0679413138,5
1432,0316769487,4
1449,0425148297,10
1449,078620687X,9
1449,155166903X,8
1459,0811811409,3
1459,1563898586,10
1540,034543739X,8
1540,1565122038,8
1550,0399150439,7
1645,2253145564,5
1726,0397012160,10
1726,0832605522,10
1726,1561640700,10
1743,089480829X,10
1777,0416326307,9
1777,0889740445,10
1780,0345342968,7
1790,0553801945,8
1790,1550415328,10
1816,0060192704,5
1816,0316769487,9
1816,0385484518,10
1816,042513525X,5
1831,0375422188,6
1863,074344504X,8
1913,047112351X,6
1932,067158037X,10
2000,1929001053,5
2006,044651652X,9
2066,0698111435,7
2069,0385484518,7
2110,0917253264,6
2123,0060915544,8
2166,044661064X,7
2189,0316769487,7
2201,0590877437,5
2215,0060915544,8
2225,0345366301,8
2263,0679435506,9
2360,0060915544,9
2360,0811804623,10
2360,0811819086,8
2371,0316769487,7
2409,0843945125,7
2488,044661064X,8
2565,080215140X,5
2618,031220325X,7
2638,0385484518,5
2696,089480829X,10
2748,1890208256,5
2752,067003245X,9
2806,072141561X,5
2830,0609809431,7
2834,0385413726,9
2853,042513525X,5
2853,0671721135,6
2855,0385424736,7
2899,0415129877,5
39,843970366X,6
98,3257061153,7
130,081256541X,7
153,2070413837,9
155,0345425286,6
168,0345342968,8
200,0316769487,7
209,0963252666,8
223,0448095076,10
252,080213825X,7
255,0425162400,6
268,0913299545,7
327,346202261X,7
413,0835607119,9
471,0385484518,10
534,0060812540,5
553,0316769487,7
557,0316769487,5
557,0669444014,5
584,0375406182,10
604,044651652X,8
709,039474330X,4
715,0316769487,2
715,0688154484,8
722,1565121627,9
823,0316602051,10
823,0385484518,10
823,0425148297,1
823,0446527165,10
830,0345342968,7
830,067187263X,4
888,0060915544,8
888,0345342968,9
938,0684859327,8
954,0385484518,10
958,0553573993,7
962,006440336X,10
962,0195021827,10
962,0226204774,10
962,0415902169,5
962,0451524802,10
962,0534252265,10
962,0679723439,10
962,0679724141,10
962,067974472X,10
962,0679843361,10
962,0684804484,1
962,0787963976,10
962,080215140X,10
962,0814758169,10
962,1560254459,10
990,087477795X,2
1018,0140431136,9
1018,034027753X,6
1018,0413722309,9
1018,0500202508,8
1023,089480829X,7
1057,8437604184,10
1067,0679772871,10
1122,0471595322,5
1189,0385484518,10
1222,0515130990,8
1225,0425148297,8
1232,0385484518,8
1260,0590461265,8
1287,0316769487,10
1290,0590461265,5
1293,0679419454,8
1321,0345342968,10
1321,0385484518,10
1329,0802756220,7
1402,039396194X,8
1404,0525461663,8
1422,0385424736,7
1422,055309355X,8
1422,0679767800,6
1422,0684867982,7
1457,0316769487,8
1482,0684867982,7
1541,0670865729,6
1626,006621288X,10
1658,0671786113,10
1674,0385484518,10
1687,0385424736,8
1687,042511984X,8
1707,0345342968,5
1786,044651652X,10
1788,089480829X,9
1806,0316769487,10
1830,0871316021,9
1859,0375704930,8
1859,0393322432,6
1859,0394709306,7
1859,042511984X,9
1859,042513525X,8
1859,0740700065,9
1940,0316769487,10
1965,0679446273,10
2023,0446526339,8
2023,0525410600,9
2048,0385315023,9
2267,0385484518,9
2296,0345342968,10
2361,0786865334,5
2395,0345342968,8
2396,080213825X,5
2501,2253141453,8
2559,0385191367,8
2582,0812579569,10
2587,042511984X,8
2602,0316769487,10
2602,0812694333,9
2651,014037616X,7
2665,1576736466,5
2669,0913299545,10
2682,0553576259,8
2719,0316769487,8
2724,1560762608,6
2740,044651652X,4
2742,0345342968,9
2742,080213825X,5
2749,0688076076,5
2770,0312854943,8
2791,0688088686,9
2818,067186923X,7
2846,0385419287,6
2846,089480829X,8
2875,0670856975,8
2880,044651652X,8
16,346202261X,7
165,0789416824,8
169,044651652X,6
360,0439215986,3
368,0375410198,9
416,0811811409,7
462,0920576443,9
462,1550415131,9
470,039332303X,5
479,0316769487,8
481,0440213320,10
530,0345342968,10
535,0399150439,10
588,0679435506,9
602,0345358791,7
602,0803297033,9
609,077373323X,5
617,0894717960,5
693,039332303X,6
708,0316769487,10
724,077373323X,8
757,843207036X,9
775,0441006582,10
810,0316769487,10
862,044661064X,10
929,074321675X,7
1006,0399150439,10
1125,0060915544,9
1203,0345342968,10
1205,0394895894,8
1207,038071843X,8
1212,0688088686,5
1243,0385481268,10
1243,044651652X,5
1243,0805073337,8
1289,0345433351,10
1289,0439215986,9
1314,0345422805,9
1314,080213825X,5
1337,0553380478,8
1392,2070423174,10
1437,0345342968,9
1468,080213016X,5
1488,1567921892,5
1493,0060005424,8
1505,0932499058,7
1519,0316769487,8
1565,0670043192,8
1574,0380613255,7
1576,0395689961,8
1605,0679450408,9
1608,0375400508,8
1661,848437386X,3
1737,0679451145,8
1767,089480829X,9
1849,0679419454,8
1849,1565924495,7
1849,1572316381,8
1992,0385484518,10
1992,0679457143,10
1992,0877797080,6
2019,0394555082,7
2068,039914823X,7
2128,0345342968,8
2129,0375406182,8
2130,044651652X,9
2197,0316769487,10
2275,0307120333,7
2303,068982954X,10
2380,0375422188,10
2385,0671739247,8
2390,067086014X,8
2390,067165991X,9
2390,0679457143,8
2406,0060915544,8
2406,042514755X,8
2406,0911408622,10
2411,088448033X,7
2465,0385419287,8
2479,039304632X,5
2508,0060192704,9
2526,0446517445,10
2534,089480829X,10
2600,0374115346,7
2653,0316602051,7
2859,044651652X,10
2882,0451523563,8
2903,0894717960,10
11,0060915544,8
11,155166903X,5
20,0446527165,5
105,0375411062,5
114,0385484518,8
205,1585671274,9
217,0316769487,8
220,038079439x,8
220,0671698516,5
235,0805073337,7
242,0316769487,8
256,360893099X,8
354,044651652X,6
358,0425148297,8
387,0385484518,6
486,0684868865,10
526,0385484518,10
550,042518546X,9
569,0060915544,10
619,0448095203,10
666,044661064X,7
699,0140441905,10
758,0345342968,9
778,0385424736,10
778,067960166X,10
779,067960166X,10
817,0520086279,7
827,089480829X,10
834,1558506462,10
861,0060192704,7
861,0553102435,9
875,068127493X,10
881,0684868865,6
923,0060198338,8
948,0316769487,10
948,080213825X,6
952,0471154962,10
1004,0060915544,8
1004,0374281866,1
1004,044651652X,1
1004,0884481921,5
1026,0066212480,7
1026,0312873301,6
1026,0380978954,8
1026,068484799X,7
1026,0811840549,8
1026,155652157X,7
1046,0786866314,10
1085,0446527165,10
1092,0374266441,8
1093,1582432597,8
1131,1889901199,10
1190,0786710233,7
1327,0446527165,4
1327,0812966678,2
1346,0385484518,8
1377,0451197550,6
1385,042511984X,8
1427,076111937X,6
1442,0316769487,10
1461,0316769487,8
1484,0345342968,9
1484,076110884X,6
1507,1565927095,10
1525,080213825X,5
1612,0140157352,8
1669,015202073X,10
1690,0385413726,7
1708,0812550595,8
1715,0316602051,6
1715,0671020307,5
1722,0345342968,10
1724,0345342968,8
1724,044651652X,7
1732,0679405283,7
1765,0446527165,5
1799,1558530185,10
1804,1558506462,8
1819,0060578564,5
1845,038079005X,5
1861,0060915544,9
1861,0316769487,8
1861,042513525X,8
1905,0609600702,3
1931,042514755X,9
1986,0140279725,7
1987,0140434232,10
2051,843970206X,6
2065,0395353009,9
2065,0525480927,6
2087,0060198834,9
2087,0380804700,8
2087,077832043X,5
2100,086442793X,8
2114,0345342968,5
2147,0688088686,9
2213,0316769487,9
2261,042511984X,5
2270,042513525X,4
2392,0333906233,8
2426,0060915544,7
2533,0060915544,9
2555,0691017778,9
2595,0316602051,10
2650,0689713835,10
2687,006009527X,10
2687,0465090990,6
2687,0688088686,6
2741,0764107585,2
2753,055358183X,7
2771,0849935865,7
2786,0563555920,10
2869,0866225293,9
2887,0553493639,9
2901,055358183X,9
13,0316769487,10
34,0060002069,8
34,006009527X,9
34,006050563X,9
34,0060525258,9
34,0060527056,8
34,0060594233,10
34,0312272588,9
34,0312276818,9
34,0312277598,9
34,0312280882,9
34,0312287755,8
34,0312290799,9
34,0312301448,10
34,0312310269,9
34,031231065X,9
34,0312312628,9
34,0312328257,7
34,0312868251,8
34,0312870590,9
34,0312877285,9
34,0312878397,8
34,031287863X,9
34,0316602051,9
34,0345455622,9
34,037344186X,9
34,037371033X,8
34,0373712278,10
34,037375003X,10
34,037379083X,9
34,0375411089,10
34,0380815672,8
34,0380978903,9
34,0385333625,9
34,0399150439,10
34,0399151923,10
34,0425179486,9
34,0425180972,9
34,0425184927,9
34,0425196216,9
34,0446611735,10
34,0446691631,8
34,045120767X,8
34,045121062X,10
34,0471225150,9
34,0515130990,9
34,0515133620,9
34,055358412X,9
34,0553801945,10
34,0553803085,10
34,0670033197,9
34,0684873877,8
34,0743202643,9
34,0743217101,8
34,0743418905,10
34,075640052X,9
34,075640147X,10
34,075820681X,9
34,076422817X,10
34,076530001X,8
34,0765306069,9
34,0765307235,10
34,0765309289,10
34,0778320898,10
34,078625632X,10
34,0786865334,10
34,0786868058,9
34,082177381X,10
34,084395132X,8
34,0892967501,9
34,1569473307,9
34,1569473684,10
34,1571743405,10
34,1575668793,9
