userID,ISBN,bookRating
381,1565122763,9
37,1575666243,8
204,3462015117,6
512,8408033700,7
38,8437604184,9
149,089480829X,10
517,067086014X,4
456,055358183X,10
641,0679405283,8
598,0385484518,10
628,0679446028,6
300,0060915544,9
594,0394895894,7
696,0801487722,10
414,157145165X,10
715,044651652X,9
108,0688160999,7
420,0679405283,5
762,042513024X,9
422,325721605X,7
90,3421051496,7
129,0316769487,9
614,006109515X,3
533,039304632X,7
231,0345342968,5
320,0590483455,8
632,0385484518,10
113,042513525X,8
144,044651652X,8
579,042514755X,6
188,0060005424,8
171,0316769487,9
429,0345342968,10
152,0385484518,10
382,089480829X,6
292,1558530185,9
539,0425148297,8
581,0316769487,9
464,0520011775,10
108,185566089X,5
699,0449205061,9
350,067102096X,5
394,0140157352,9
614,1586420232,7
316,0609809431,8
378,055320663X,8
322,044651652X,7
324,0821757032,8
284,0316769487,8
19,0811811409,10
196,089480829X,8
85,0316769487,5
343,0030635543,3
632,0451184165,5
484,0425148297,8
513,059029542X,8
624,0345342968,10
159,156619024X,10
488,2253172677,8
420,0596003323,8
358,0609809431,7
241,0891041842,7
475,0345358791,8
450,0060915544,8
712,080213825X,2
117,067086014X,1
609,0385482485,8
763,0399137173,9
736,0060163747,8
725,0060192704,8
301,0316769487,8
119,0345342968,8
127,034543739X,8
647,0395689961,9
249,044651652X,9
125,055358412X,9
210,068982954X,5
255,0736401245,5
507,0803718276,5
572,0812930347,7
546,1883953154,7
136,0446527165,8
542,0399150439,10
763,037540273X,8
449,0030604176,5
50,0385335849,8
393,0060915544,10
653,0812694333,10
334,2070754790,9
2,0060915544,7
793,0679772871,10
42,0316769487,6
539,0520011775,9
574,0345402030,6
386,044661064X,7
488,0374281866,1
191,0061032069,5
460,1559638095,7
32,0316769487,9
698,0385484518,8
663,044651652X,9
614,0316769487,3
617,038529932X,8
504,044651652X,9
405,0140064699,6
198,0679419454,7
376,042513525X,8
307,0316769487,8
290,0316769487,8
12,044651652X,7
258,0345342968,10
274,0385484518,10
338,0345342968,8
683,034543739X,5
78,0970908474,7
648,0385315023,8
699,0385484518,9
325,0345342968,10
32,0446527165,9
441,8836807356,9
369,1560255153,10
149,0060915544,9
109,089480829X,10
513,0316769487,10
323,1550502654,8
790,1854592726,8
81,0060915544,8
798,0060915544,8
66,0375503862,6
635,0698119738,6
533,044100931X,9
734,0316769487,7
774,0345342968,7
526,089480829X,1
279,0345342968,8
486,156619024X,9
139,0374266441,6
517,002037500X,7
68,0345342968,8
54,0374266441,6
237,0385484518,8
684,0688039693,5
30,0812930347,8
25,0899062857,9
212,044651652X,10
149,0812694333,4
414,0764535757,9
481,0316769487,2
454,0345342968,10
214,014028124X,7
103,0345342968,8
2,0316769487,10
209,0385484518,10
714,0060915544,8
167,042513525X,2
425,0373033400,7
604,080376734X,10
27,0385265204,9
611,0385484518,10
16,0670875678,7
577,0743469887,8
24,0060201851,9
460,0195065107,10
556,0525947965,7
367,055337320X,10
415,0345342968,10
182,067086014X,8
519,0226816273,10
519,0345342968,9
667,0385324073,10
597,0553372882,10
198,0870031279,9
672,014024669X,8
61,0140430997,6
399,0393979261,9
762,0440213320,9
413,068803487X,8
482,156731161X,7
266,1854710486,7
327,0399145060,8
585,0806947241,8
68,0253372658,7
267,0316769487,3
268,1888451165,8
654,0840748493,8
467,1591856132,8
697,044651652X,6
346,0802482422,10
559,0394569644,7
708,089659419X,8
770,0345341228,7
317,0306806444,10
277,0375406182,6
358,039551083X,10
152,0425196216,8
325,0385484518,10
409,0002211890,8
777,038529932X,6
40,0671883402,9
597,0385424736,4
457,0517887835,9
242,0916179516,10
658,0002245663,8
798,0895772280,7
542,0060005424,9
674,0316602051,5
358,0785315926,5
609,0060915544,9
587,0060915544,10
779,0385484518,10
330,0679404864,10
599,038097570X,5
11,1576730743,5
731,042514755X,8
639,0806506490,10
32,030712908X,10
195,051720679X,10
286,042513024X,8
217,0060203889,6
35,0316602051,7
156,0590877437,10
10,0679449434,5
695,0679419454,9
619,0316769487,10
545,081673691X,10
572,031023493X,10
471,0060005424,8
264,0805057706,9
132,0385424736,5
408,0140157352,10
141,042511984X,5
616,0385484518,9
400,0399148906,6
51,0448095076,8
765,0385484518,10
277,0590877437,7
749,0375410198,7
707,0801330734,6
434,0060002069,8
718,0316769487,10
568,0385484518,5
653,044651652X,10
449,0881503657,6
345,1558506462,10
362,044651652X,10
693,042514755X,6
30,0874775388,9
245,0345342968,5
69,0345342968,9
552,089480829X,10
792,226403176X,9
723,0345342968,8
608,042513525X,5
661,0380767597,9
136,0316769487,10
708,044651652X,9
257,0670857831,6
457,067166218X,7
407,0375406182,6
499,0812216431,8
615,0439314550,7
640,0679724141,9
113,0380804700,7
403,0380811995,7
522,1562925474,10
460,080213825X,8
173,0385424736,5
13,0375503862,6
773,042514755X,7
201,0440225639,8
744,059094715X,10
630,0140036954,7
481,0553506501,7
664,0345342968,10
339,074592803X,8
500,044651652X,10
159,043925325X,8
654,0525467696,9
364,0385484518,10
635,0553100165,8
105,0670857831,8
561,1878067559,9
745,089480829X,10
45,3421051496,8
124,0933387024,10
53,0525946772,3
102,1568360428,10
397,042513525X,8
492,044661064X,5
63,1551664364,6
630,0060915544,10
234,0345342968,10
489,055358183X,7
799,089480829X,9
752,0440505941,10
439,0670272663,9
768,0679405283,10
337,0679450408,8
303,0688088686,8
665,157954519X,10
759,044651652X,7
305,0515130990,9
189,1575666243,5
592,0316769487,5
428,059044686X,5
798,0679419454,5
645,044651652X,5
486,089480829X,9
451,044651652X,10
122,0316602051,2
620,0345401956,10
590,042511984X,10
440,042513525X,10
444,0553133004,9
259,0590461265,10
496,0812908341,9
339,031219322X,10
650,0517704552,9
57,0439314550,9
430,044651652X,9
185,006092635X,5
113,0316769487,4
144,080213825X,5
627,0446527165,7
2,1558506462,10
79,0345342968,7
738,2070754790,8
628,006050563X,5
100,0345342968,9
243,0385419287,7
372,0451455789,7
612,089480829X,9
382,0380613255,8
692,0385424736,10
353,346202261X,5
597,080213825X,4
411,042514755X,8
635,044661064X,8
493,0312262701,8
464,0671041177,6
669,0316769487,5
390,000648381X,9
432,0140047433,9
737,039512090X,10
722,0374266441,7
84,0688087698,8
250,2266062336,8
603,044651652X,8
564,044651652X,10
393,193110901X,8
786,0385484518,10
706,042513525X,9
666,0441006582,8
25,044661064X,10
769,0679457143,10
753,0849908663,10
627,156292222X,8
35,0679405283,8
565,346202261X,7
568,355008353X,8
221,0345342968,9
358,044990668X,7
684,0385424736,8
437,0395353009,5
757,006019300X,8
175,0060973722,10
218,0375406182,8
239,0072126620,9
782,0870135627,4
714,089480829X,10
705,0060279176,6
776,014027684X,7
197,0345342968,10
309,0746016719,8
171,076130715X,9
205,0789457075,7
167,1572972076,7
705,0874173272,7
613,0316769487,10
495,0394562631,6
291,0060002069,8
7,0312873301,9
573,038079005X,7
34,8430031979,3
605,0060915544,10
622,0312806809,8
546,0446527165,5
441,0786868058,5
148,080213825X,5
694,006621288X,9
770,0316260614,6
242,0060915544,9
152,0385484518,7
153,0316769487,8
206,014028219X,8
10,039441392X,10
376,055358183X,9
513,0385484518,10
531,0743226631,8
648,0684804484,7
261,0316769487,9
196,0345342968,10
703,044651652X,10
119,0380811995,8
159,0060915544,7
256,034526066X,8
510,044651652X,8
377,0316769487,6
15,0316769487,9
297,044651652X,5
115,0060931078,6
41,006019636X,7
371,0316769487,6
477,044651652X,7
436,014027684X,4
635,0811811409,10
446,081183140X,10
529,0140366865,7
526,0894801937,7
642,0345342968,10
133,0345342968,9
326,0345358791,9
381,0385484518,7
189,0060915544,8
218,030712908X,1
131,0761516565,5
257,076153170X,10
468,188891419X,2
581,0140036954,9
51,044651652X,5
87,067187263X,9
313,156619024X,10
727,1550541250,6
20,0060915544,9
693,037327209X,9
671,0525480927,10
592,031205064X,6
629,044651652X,9
13,0316602051,6
280,0385484518,10
506,0679767800,10
227,0679413138,7
443,0812693906,5
622,0140057048,6
392,0140157352,9
248,0385484518,5
557,0345342968,7
220,0060915544,9
108,055357860X,7
175,0385484518,7
50,0399150439,7
750,0385484518,9
715,0345342968,8
374,0385424736,9
293,0385484518,10
397,0460873113,4
795,089480829X,9
706,031218087X,6
510,157566156X,2
20,0140346147,5
137,0307988635,10
310,031286101X,6
666,044652154X,6
613,0316769487,8
14,076111937X,9
75,0395353009,8
605,044990668X,5
741,080213825X,4
794,0425148297,3
606,0811811409,7
389,0425148297,8
129,0316769487,10
251,0345342968,10
328,0446679763,10
781,0525946772,7
225,0786868058,7
91,0394716531,8
278,0679733159,8
180,8408033700,6
716,0385484518,10
151,0425162400,8
427,031229137X,10
403,0465050522,8
86,8478808175,5
145,0140279725,8
740,0689801866,6
566,006109725X,6
146,0801026075,10
362,0609809431,8
556,0805075453,8
639,1555835996,9
543,067088006X,5
538,067086014X,6
583,0306807823,10
53,0465076963,9
766,0440213320,6
778,0451204476,8
482,067102096X,8
317,0385484518,6
212,0446527165,8
626,0448127172,8
656,155166903X,8
195,089480829X,9
61,015201344X,10
41,031263546X,4
283,0375406182,8
777,0316769487,10
464,0679404864,7
62,0316769487,8
251,0385482485,7
2,0385484518,3
361,0425162400,7
665,0440505941,5
252,0525237704,10
321,0805008438,8
317,086020653X,6
652,156619024X,4
601,0060915544,9
668,0140430784,7
269,0316769487,8
710,0380978954,3
27,1558506462,7
741,044651652X,10
624,1572840323,5
553,1555973698,4
273,051720679X,10
644,0316769487,10
579,1558506462,8
712,089480829X,7
680,0671795988,8
721,042513525X,8
722,155661327X,6
349,055310053X,10
218,0684808560,5
713,043942089X,8
382,073560505X,7
250,0380973022,8
207,0399138013,5
441,0824601971,10
622,044651652X,10
598,0688160999,8
211,041592913X,5
286,157322989X,7
330,080213825X,5
86,0451197550,7
214,0345342968,10
167,0395655978,9
184,014024669X,6
154,0060520736,8
481,0380809168,8
158,1551661683,8
527,030712939X,5
232,0441006582,9
100,0060931078,5
191,0679419454,7
270,0671020307,8
129,0671020323,8
675,0385484518,7
124,051720679X,7
318,0380804700,8
615,044651652X,8
415,0316769487,3
11,0913299545,8
729,0316769487,8
460,0373119178,8
207,0451204476,8
127,044661064X,7
470,0848714962,10
475,0060915544,5
255,0451410211,5
281,0684826631,7
497,0399150439,9
473,0316602051,7
537,0451197550,10
379,0786868120,6
572,0345342968,8
388,042513525X,9
320,0679600000,8
146,081257995X,9
680,0375411089,8
619,015600531X,8
528,0517704927,8
389,080706341X,8
684,0877797080,10
775,0590877437,8
116,0821217143,8
458,0345342968,10
502,0679405283,9
53,0679767800,10
53,055320971X,4
49,0743219465,7
167,0385484518,8
41,0316769487,9
700,0060976756,6
156,0679437223,5
266,0345342968,10
459,0805048987,7
165,0316602051,8
117,0515131156,8
3,067102096X,7
108,0385484518,9
787,044661064X,8
737,0385424736,7
460,0743226631,7
511,044651652X,8
357,0060915544,10
398,1580620418,8
432,0684867982,6
623,3860994565,9
770,0060176539,7
710,055356854X,8
167,0590428438,5
242,0345341228,5
283,069109750X,10
396,0345342968,10
624,044661064X,9
434,0515111716,9
462,0877797080,10
129,156504178X,10
545,044651652X,7
771,0380613255,8
47,080213825X,9
283,1555868630,5
403,0679419454,6
380,0812924347,8
110,0316602051,8
132,0679404864,9
690,2070372995,7
207,006097415X,8
774,0140243321,8
352,081673691X,7
454,0746016719,10
588,0806920726,10
406,0812966538,10
726,1568820127,10
581,0671721135,6
68,1561792225,6
542,0316602051,10
709,0399150439,5
652,1575668793,5
601,0316769487,9
755,0345358791,8
703,1563898586,5
227,0405006950,10
32,0517539284,10
400,0300016425,10
324,1558506462,7
698,0679767800,8
282,0385484518,10
364,0385484518,10
291,088908890X,5
680,0385484518,9
784,0316769487,7
464,042513525X,7
111,1558506462,10
509,0609609874,8
669,080079317X,7
433,042513525X,10
671,1567920314,5
110,0060915544,9
773,034543739X,6
129,0060933534,7
301,0380793180,7
755,0764516817,7
341,0062554468,10
369,0385484518,8
556,0441006582,7
645,067100767x,3
78,0316769487,8
458,1551661683,9
380,042511984X,9
396,0375406182,10
788,044651652X,6
599,0385484518,8
559,0060540893,10
153,0385484518,10
327,0385484518,10
376,0449206513,6
195,0091889219,5
722,0679457143,8
371,076111937X,9
316,044651652X,10
251,037327209X,8
224,0446355801,9
127,055322509X,7
7,080213825X,5
669,0671694111,10
437,0609809431,9
364,006621288X,8
795,0316769487,7
74,0345342968,9
77,039951936X,8
377,0743257480,8
191,155927378X,10
235,0345342968,9
666,0375503196,8
585,076071018X,7
558,0316769487,8
773,051509465X,7
134,0684196263,7
156,0395848385,7
627,227724113X,10
676,044651652X,8
406,0394565614,9
211,0679405283,6
18,0399150439,8
145,042514755X,4
255,0679419454,9
600,0871130173,7
341,0316769487,6
376,044651652X,9
55,0385484518,10
450,051720679X,7
379,1585673862,8
425,0316769487,6
26,0828903689,5
773,037348478X,8
550,0316769487,10
718,0060002069,6
501,080213016X,6
558,037540273X,7
597,0385413726,6
671,0525946772,4
7,044651652X,7
170,1568360428,8
479,0345342968,8
542,1880284081,7
552,0764565338,8
130,080213825X,3
655,0385484518,9
659,0030576687,10
655,0486270661,10
410,0773484671,10
400,074592803X,9
717,0375406182,7
12,081257995X,7
675,0316769487,9
697,0385484518,8
353,0440213320,8
715,0156027798,7
374,0965618331,7
377,0316602051,9
599,081850191X,5
669,043942089X,6
295,042511984X,6
174,1575668793,5
258,0380978954,8
291,0394895894,8
480,0380804700,7
274,0374292817,8
345,044651652X,7
76,044651652X,4
721,0385484518,9
136,0192891596,8
609,090931330X,7
752,0385484518,10
662,2253047422,8
50,0345455622,7
533,0446527165,8
124,0316769487,9
521,0553380478,7
310,0486270661,10
506,0385504489,9
375,1551539713,10
80,0345358791,8
267,051513306X,8
291,043942089X,7
317,0316769487,2
82,0446679763,9
396,0375406182,7
182,1568360428,10
424,1594200173,8
189,0140434232,10
53,0590483455,10
548,0688154484,8
362,0394507614,10
265,0465090990,9
316,0316769487,5
711,0670859761,9
520,044651652X,7
179,0785315926,10
119,0312857136,8
757,0871315548,9
423,0316769487,7
218,089480829X,10
453,0345342968,9
203,067181415X,8
36,0062511661,3
589,155661327X,8
675,042513525X,6
285,0449211673,8
754,0385424736,10
308,0345342968,10
545,0060915544,8
468,0345342968,9
637,067003245X,9
386,0679405283,6
145,0679880909,8
640,0684804484,9
771,0805046178,8
656,014027684X,9
187,0873378245,8
762,044651652X,9
737,044661064X,6
651,0155413465,8
629,0060192704,7
750,0679880909,8
338,0679413138,5
334,0316769487,4
525,0425148297,10
616,078620687X,9
251,155166903X,8
165,0811811409,3
567,1563898586,10
650,034543739X,8
632,1565122038,8
5,0399150439,7
625,2253145564,5
124,0397012160,10
642,0832605522,10
168,1561640700,10
735,089480829X,10
522,0416326307,9
286,0889740445,10
259,0345342968,7
498,0553801945,8
299,1550415328,10
190,0060192704,5
799,0316769487,9
572,0385484518,10
629,042513525X,5
703,0375422188,6
731,074344504X,8
185,047112351X,6
98,067158037X,10
689,1929001053,5
396,044651652X,9
390,0698111435,7
37,0385484518,7
326,0917253264,6
99,0060915544,8
641,044661064X,7
28,0316769487,7
454,0590877437,5
486,0060915544,8
689,0345366301,8
492,0679435506,9
581,0060915544,9
32,0811804623,10
751,0811819086,8
741,0316769487,7
320,0843945125,7
398,044661064X,8
572,080215140X,5
50,031220325X,7
690,0385484518,5
467,089480829X,10
676,1890208256,5
719,067003245X,9
56,072141561X,5
300,0609809431,7
376,0385413726,9
600,042513525X,5
716,0671721135,6
121,0385424736,7
387,0415129877,5
517,843970366X,6
799,3257061153,7
85,081256541X,7
21,2070413837,9
465,0345425286,6
586,0345342968,8
429,0316769487,7
531,0963252666,8
651,0448095076,10
519,080213825X,7
334,0425162400,6
269,0913299545,7
565,346202261X,7
737,0835607119,9
628,0385484518,10
791,0060812540,5
56,0316769487,7
735,0316769487,5
65,0669444014,5
336,0375406182,10
664,044651652X,8
141,039474330X,4
446,0316769487,2
31,0688154484,8
720,1565121627,9
763,0316602051,10
337,0385484518,10
37,0425148297,1
634,0446527165,10
177,0345342968,7
93,067187263X,4
360,0060915544,8
442,0345342968,9
65,0684859327,8
217,0385484518,10
303,0553573993,7
100,006440336X,10
449,0195021827,10
738,0226204774,10
190,0415902169,5
503,0451524802,10
672,0534252265,10
687,0679723439,10
418,0679724141,10
589,067974472X,10
127,0679843361,10
501,0684804484,1
511,0787963976,10
712,080215140X,10
631,0814758169,10
106,1560254459,10
373,087477795X,2
244,0140431136,9
574,034027753X,6
501,0413722309,9
299,0500202508,8
702,089480829X,7
120,8437604184,10
152,0679772871,10
602,0471595322,5
359,0385484518,10
775,0515130990,8
10,0425148297,8
343,0385484518,8
17,0590461265,8
290,0316769487,10
40,0590461265,5
724,0679419454,8
300,0345342968,10
777,0385484518,10
191,0802756220,7
36,039396194X,8
172,0525461663,8
413,0385424736,7
625,055309355X,8
182,0679767800,6
527,0684867982,7
42,0316769487,8
252,0684867982,7
14,0670865729,6
260,006621288X,10
432,0671786113,10
92,0385484518,10
681,0385424736,8
54,042511984X,8
224,0345342968,5
1,044651652X,10
245,089480829X,9
90,0316769487,10
426,0871316021,9
357,0375704930,8
527,0393322432,6
469,0394709306,7
336,042511984X,9
332,042513525X,8
113,0740700065,9
266,0316769487,10
234,0679446273,10
433,0446526339,8
496,0525410600,9
663,0385315023,9
742,0385484518,9
509,0345342968,10
299,0786865334,5
426,0345342968,8
249,080213825X,5
758,2253141453,8
200,0385191367,8
770,0812579569,10
184,042511984X,8
570,0316769487,10
193,0812694333,9
673,014037616X,7
294,1576736466,5
335,0913299545,10
220,0553576259,8
730,0316769487,8
651,1560762608,6
793,044651652X,4
282,0345342968,9
343,080213825X,5
654,0688076076,5
185,0312854943,8
193,0688088686,9
54,067186923X,7
672,0385419287,6
503,089480829X,8
671,0670856975,8
697,044651652X,8
561,346202261X,7
70,0789416824,8
33,044651652X,6
203,0439215986,3
180,0375410198,9
470,0811811409,7
81,0920576443,9
198,1550415131,9
459,039332303X,5
468,0316769487,8
209,0440213320,10
376,0345342968,10
692,0399150439,10
313,0679435506,9
513,0345358791,7
151,0803297033,9
799,077373323X,5
416,0894717960,5
244,039332303X,6
158,0316769487,10
94,077373323X,8
180,843207036X,9
669,0441006582,10
514,0316769487,10
648,044661064X,10
70,074321675X,7
207,0399150439,10
545,0060915544,9
327,0345342968,10
330,0394895894,8
587,038071843X,8
424,0688088686,5
243,0385481268,10
515,044651652X,5
687,0805073337,8
178,0345433351,10
323,0439215986,9
764,0345422805,9
135,080213825X,5
481,0553380478,8
596,2070423174,10
645,0345342968,9
735,080213016X,5
373,1567921892,5
794,0060005424,8
359,0932499058,7
634,0316769487,8
590,0670043192,8
83,0380613255,7
710,0395689961,8
203,0679450408,9
322,0375400508,8
176,848437386X,3
243,0679451145,8
106,089480829X,9
141,0679419454,8
483,1565924495,7
258,1572316381,8
345,0385484518,10
334,0679457143,10
250,0877797080,6
741,0394555082,7
37,039914823X,7
204,0345342968,8
582,0375406182,8
95,044651652X,9
745,0316769487,10
353,0307120333,7
310,068982954X,10
73,0375422188,10
264,0671739247,8
403,067086014X,8
443,067165991X,9
381,0679457143,8
201,0060915544,8
743,042514755X,8
486,0911408622,10
508,088448033X,7
708,0385419287,8
284,039304632X,5
430,0060192704,9
643,0446517445,10
510,089480829X,10
643,0374115346,7
42,0316602051,7
51,044651652X,10
632,0451523563,8
154,0894717960,10
627,0060915544,8
286,155166903X,5
174,0446527165,5
234,0375411062,5
61,0385484518,8
397,1585671274,9
35,0316769487,8
487,038079439x,8
435,0671698516,5
104,0805073337,7
657,0316769487,8
14,360893099X,8
667,044651652X,6
47,0425148297,8
418,0385484518,6
748,0684868865,10
82,0385484518,10
604,042518546X,9
457,0060915544,10
581,0448095203,10
188,044661064X,7
785,0140441905,10
722,0345342968,9
199,0385424736,10
84,067960166X,10
228,067960166X,10
80,0520086279,7
165,089480829X,10
235,1558506462,10
605,0060192704,7
523,0553102435,9
166,068127493X,10
29,0684868865,6
685,0060198338,8
68,0316769487,10
650,080213825X,6
411,0471154962,10
11,0060915544,8
751,0374281866,1
431,044651652X,1
766,0884481921,5
630,0066212480,7
426,0312873301,6
575,0380978954,8
795,068484799X,7
269,0811840549,8
683,155652157X,7
534,0786866314,10
197,0446527165,10
29,0374266441,8
768,1582432597,8
263,1889901199,10
441,0786710233,7
653,0446527165,4
477,0812966678,2
287,0385484518,8
711,0451197550,6
746,042511984X,8
695,076111937X,6
188,0316769487,10
174,0316769487,8
528,0345342968,9
532,076110884X,6
765,1565927095,10
519,080213825X,5
278,0140157352,8
250,015202073X,10
661,0385413726,7
264,0812550595,8
761,0316602051,6
136,0671020307,5
97,0345342968,10
697,0345342968,8
734,044651652X,7
577,0679405283,7
302,0446527165,5
608,1558530185,10
476,1558506462,8
433,0060578564,5
122,038079005X,5
559,0060915544,9
128,0316769487,8
356,042513525X,8
512,0609600702,3
727,042514755X,9
14,0140279725,7
539,0140434232,10
130,843970206X,6
711,0395353009,9
69,0525480927,6
657,0060198834,9
770,0380804700,8
427,077832043X,5
154,086442793X,8
523,0345342968,5
223,0688088686,9
427,0316769487,9
353,042511984X,5
59,042513525X,4
429,0333906233,8
674,0060915544,7
351,0060915544,9
319,0691017778,9
247,0316602051,10
664,0689713835,10
231,006009527X,10
540,0465090990,6
116,0688088686,6
478,0764107585,2
254,055358183X,7
297,0849935865,7
660,0563555920,10
739,0866225293,9
320,0553493639,9
228,055358183X,9
563,0316769487,10
16,0060002069,8
785,006009527X,9
544,006050563X,9
647,0060525258,9
786,0060527056,8
180,0060594233,10
210,0312272588,9
694,0312276818,9
576,0312277598,9
178,0312280882,9
482,0312287755,8
516,0312290799,9
541,0312301448,10
149,0312310269,9
146,031231065X,9
389,0312312628,9
100,0312328257,7
435,0312868251,8
235,0312870590,9
631,0312877285,9
414,0312878397,8
129,031287863X,9
130,0316602051,9
787,0345455622,9
39,037344186X,9
175,037371033X,8
532,0373712278,10
153,037375003X,10
757,037379083X,9
553,0375411089,10
529,0380815672,8
573,0380978903,9
718,0385333625,9
492,0399150439,10
462,0399151923,10
111,0425179486,9
410,0425180972,9
502,0425184927,9
3,0425196216,9
669,0446611735,10
554,0446691631,8
348,045120767X,8
224,045121062X,10
111,0471225150,9
523,0515130990,9
52,0515133620,9
471,055358412X,9
585,0553801945,10
678,0553803085,10
515,0670033197,9
87,0684873877,8
234,0743202643,9
312,0743217101,8
285,0743418905,10
100,075640052X,9
220,075640147X,10
228,075820681X,9
634,076422817X,10
718,076530001X,8
470,0765306069,9
324,0765307235,10
341,0765309289,10
5,0778320898,10
355,078625632X,10
763,0786865334,10
279,0786868058,9
264,082177381X,10
126,084395132X,8
587,0892967501,9
655,1569473307,9
692,1569473684,10
606,1571743405,10
765,1575668793,9
166,1594141045,9
447,1890768480,9
12,0312064845,9
587,8420633194,7
52,0316769487,7
234,0397321651,10
110,0399145060,3
533,093917345X,5
331,0300043414,7
677,0684135051,10
749,0385484518,8
748,0679457143,7
746,0345342968,8
298,0060812540,8
57,0552998478,8
750,188392930X,8
714,044990668X,6
265,076519306X,5
466,0395689961,5
758,0316769487,8
653,044020254X,7
468,0385484518,7
613,044651652X,10
778,0973428600,10
380,0060544074,8
612,0679419454,8
215,0385484518,7
12,0316769487,7
108,1585671274,10
493,0446527165,8
430,0821225553,4
138,0449211673,7
672,0679723439,9
475,0679767800,9
309,0878100016,8
108,1564783049,9
443,0316769487,8
208,0394569296,5
383,157064280X,7
688,0385482485,7
78,0316769487,4
690,044651652X,8
727,0872864057,8
301,847615562X,7
240,096965202X,9
481,080213825X,7
761,0380804700,7
656,0345342968,7
752,0889740445,5
648,1558506462,10
257,8408033700,5
269,0811815730,9
202,156504214X,8
111,044651652X,8
75,0671795988,8
393,0670865729,7
716,0140132317,7
671,0679723439,10
258,0446527165,9
1,0316769487,9
561,0312950853,6
385,0517574993,6
202,0895656930,10
411,067186923X,9
545,044100508X,7
436,0525942726,10
661,044651652X,8
279,0425148297,7
271,080213825X,8
329,0385484518,9
343,1563898586,8
74,0399150439,8
252,0316845256,5
485,0679880909,7
679,0345342968,9
66,044651652X,6
633,0679405283,10
205,0515111716,7
405,080213825X,6
651,0684868865,8
572,0684868008,6
368,0060915544,6
548,0316769487,10
39,067187263X,8
332,1585420735,7
608,039305814X,10
93,1573222127,7
237,0590379305,10
499,0316769487,10
670,1556610130,10
744,068816515X,7
767,0394895894,10
173,0671020307,5
50,068984154X,6
669,0345342968,7
799,0060005424,9
539,042513525X,7
744,044651652X,8
98,0316769487,7
192,080213825X,2
245,0345342968,9
60,0446527165,8
88,044990668X,3
478,0922233209,10
